STATE/UT,DISTRICT,YEAR,MURDER,RAPE,KIDNAPPING & ABDUCTION,THEFT,OTHER IPC CRIMES,TOTAL IPC CRIMES
UTTAR PRADESH,SHAHJAHANPUR,2017,161,52,102,620,1014,2691
UTTAR PRADESH,SHRAWASTI,2017,28,10,18,144,63,393
UTTAR PRADESH,SIDHARTHNAGAR,2017,23,5,25,201,286,771
UTTAR PRADESH,SITAPUR,2017,151,67,102,1062,963,2881
UTTAR PRADESH,SONBHADRA,2017,49,16,12,167,141,744
UTTAR PRADESH,ST.RAVIDASNAGAR,2017,21,1,13,175,97,478
UTTAR PRADESH,SULTANPUR,2017,83,34,50,536,326,1594
UTTAR PRADESH,UNNAO,2017,131,30,68,403,423,1560
UTTAR PRADESH,VARANASI,2017,87,20,50,2060,1195,3784
UTTARAKHAND,ALMORA,2017,21,6,0,129,90,299
UTTARAKHAND,BAGESHWAR,2017,10,3,0,26,40,109
UTTARAKHAND,CHAMOLI,2017,15,10,7,81,29,221
UTTARAKHAND,CHAMPAWAT,2017,7,2,2,36,16,84
UTTARAKHAND,DEHRADUN,2017,43,29,60,965,462,2205
UTTARAKHAND,HARIDWAR,2017,68,28,72,1116,427,2534
UTTARAKHAND,NAINITAL,2017,32,6,25,403,319,883
UTTARAKHAND,PAURI GARHWAL,2017,20,7,11,128,107,419
UTTARAKHAND,PITHORAGARH,2017,13,9,9,107,142,341
UTTARAKHAND,RUDRA PRAYAG,2017,8,1,5,60,21,134
UTTARAKHAND,TEHRI GARHWAL,2017,16,2,4,97,67,248
UTTARAKHAND,UDHAMSINGH NAGAR,2017,62,12,49,681,872,1903
UTTARAKHAND,UTTARKASHI,2017,3,2,9,78,94,219
WEST BENGAL,24 PARGANAS NORTH,2017,240,231,236,2398,3917,9201
WEST BENGAL,24 PARGANAS SOUTH,2017,206,205,241,2939,3787,8856
WEST BENGAL,ASANSOL,2017,34,15,18,300,679,1491
WEST BENGAL,BANKURA,2017,55,44,14,341,332,1329
WEST BENGAL,BIRBHUM,2017,87,53,31,553,463,1868
WEST BENGAL,BURDWAN,2017,152,69,54,1080,1438,4384
WEST BENGAL,COOCHBEHAR,2017,41,139,68,343,878,2051
WEST BENGAL,DAKSHIN DINAJPUR,2017,41,46,47,193,435,1284
WEST BENGAL,DARJEELING,2017,50,48,36,963,248,1873
WEST BENGAL,HOOGHLY,2017,122,57,46,1325,1057,3632
WEST BENGAL,HOWRAH,2017,79,45,83,1295,1450,4073
WEST BENGAL,HOWRAH G.R.P.,2017,10,1,3,807,42,493
WEST BENGAL,JALPAIGURI,2017,162,235,202,3166,2589,6654
WEST BENGAL,KHARAGPUR G.R.P.,2017,3,0,2,254,25,170
WEST BENGAL,KOLKATA,2017,48,44,114,6036,3611,10901
WEST BENGAL,MALDA,2017,111,103,73,573,719,2175
WEST BENGAL,MURSHIDABAD,2017,162,369,140,1337,1227,5243
WEST BENGAL,NADIA,2017,108,183,175,1747,1361,5623
WEST BENGAL,PASCHIM MIDNAPUR,2017,119,60,61,706,1249,2933
WEST BENGAL,PURAB MIDNAPUR,2017,88,41,75,513,991,3099
WEST BENGAL,PURULIA,2017,52,38,14,383,700,1385
WEST BENGAL,SEALDAH G.R.P.,2017,6,3,4,333,27,269
WEST BENGAL,SILIGURI G.R.P.,2017,4,1,1,114,26,96
WEST BENGAL,UTTAR DINAJPUR,2017,66,76,62,621,652,2019
A & N ISLANDS,A AND N ISLANDS,2017,16,3,12,323,337,807
CHANDIGARH,CHANDIGARH,2017,27,22,52,3708,999,3643
D & N HAVELI,D AND N HAVELI,2017,10,7,9,205,161,425
DAMAN & DIU,DAMAN,2017,12,1,0,116,24,210
DAMAN & DIU,DIU,2017,0,0,1,18,13,50
DELHI UT,CENTRAL,2017,33,22,70,2229,1442,3248
DELHI UT,DELHI UT TOTAL,2017,589,598,1688,36686,24854,56065
DELHI UT,EAST,2017,42,73,145,4776,2274,6016
DELHI UT,GRP(RLY),2017,3,4,12,1593,68,926
DELHI UT,IGI AIRPORT,2017,1,0,3,295,78,662
DELHI UT,NEW DELHI,2017,5,7,12,1472,983,2195
DELHI UT,NORTH,2017,31,33,64,1611,1750,3352
DELHI UT,NORTH-EAST,2017,75,89,241,2835,2257,5121
DELHI UT,NORTH-WEST,2017,68,51,208,4017,1993,5189
DELHI UT,OUTER,2017,119,121,360,2748,2690,5690
DELHI UT,SOUTH,2017,79,83,256,6845,4892,10414
DELHI UT,SOUTH-WEST,2017,59,51,148,3955,3633,6821
DELHI UT,STF,2017,0,0,0,0,19,40
DELHI UT,WEST,2017,74,64,169,4310,2775,6391
LAKSHADWEEP,LAKSHADWEEP,2017,0,1,0,42,26,56
PUDUCHERRY,KARAIKAL,2017,4,3,5,189,336,766
PUDUCHERRY,PONDICHERRY,2017,32,6,15,1479,2201,4288
ANDHRA PRADESH,ADILABAD,2018,87,50,41,1122,1782,5300
ANDHRA PRADESH,ANANTAPUR,2018,158,37,90,1234,2762,5734
ANDHRA PRADESH,CHITTOOR,2018,130,30,84,2922,2535,7307
ANDHRA PRADESH,CUDDAPAH,2018,119,27,76,1235,2984,6605
ANDHRA PRADESH,CYBERABAD,2018,200,80,141,7562,1397,14173
ANDHRA PRADESH,EAST GODAVARI,2018,83,48,91,2822,1175,8435
ANDHRA PRADESH,GUNTAKAL RLY.,2018,7,0,0,245,14,171
ANDHRA PRADESH,GUNTUR,2018,162,48,83,2827,3065,8911
ANDHRA PRADESH,HYDERABAD URBAN,2018,127,62,140,11658,3067,18567
ANDHRA PRADESH,KARIMNAGAR,2018,146,84,159,1703,1368,8337
ANDHRA PRADESH,KHAMMAM,2018,128,70,103,1380,2179,5834
ANDHRA PRADESH,KRISHNA,2018,57,38,69,1351,775,5528
ANDHRA PRADESH,KURNOOL,2018,121,47,89,1340,1713,7835
ANDHRA PRADESH,MAHABOOBNAGAR,2018,218,72,104,2138,1190,6661
ANDHRA PRADESH,MEDAK,2018,150,50,62,1599,933,5989
ANDHRA PRADESH,NALGONDA,2018,124,90,91,1412,3043,8026
ANDHRA PRADESH,NELLORE,2018,76,39,83,1759,1029,6118
ANDHRA PRADESH,NIZAMABAD,2018,170,31,51,1741,1080,5709
ANDHRA PRADESH,PRAKASHAM,2018,79,30,66,1011,2072,5453
ANDHRA PRADESH,RANGA REDDY,2018,99,37,23,518,510,2419
ANDHRA PRADESH,SECUNDERABAD RLY.,2018,10,2,0,744,60,476
ANDHRA PRADESH,SRIKAKULAM,2018,27,32,18,589,961,3908
ANDHRA PRADESH,VIJAYAWADA URBAN,2018,35,30,49,2565,610,5127
ANDHRA PRADESH,VIJAYAWADA RLY.,2018,1,0,1,616,57,417
ANDHRA PRADESH,VISAKHA,2018,69,12,12,412,294,3107
ANDHRA PRADESH,VISAKHAPATNAM,2018,33,29,34,2381,1886,5015
ANDHRA PRADESH,VIZIANAGARAM,2018,32,6,16,560,1411,3142
ANDHRA PRADESH,WARANGAL,2018,126,59,82,1176,2240,6758
ANDHRA PRADESH,WEST GODAVARI,2018,81,117,112,3057,1737,8213
ARUNACHAL PRADESH,CHANGLANG,2018,6,2,4,124,54,199
ARUNACHAL PRADESH,DIBANG VALLEY,2018,1,3,6,83,25,133
ARUNACHAL PRADESH,K/KUMEY,2018,3,2,3,14,43,97
ARUNACHAL PRADESH,KAMENG EAST,2018,4,5,6,45,34,144
ARUNACHAL PRADESH,KAMENG WEST,2018,1,0,3,48,13,97
ARUNACHAL PRADESH,LOHIT,2018,11,3,1,105,50,159
ARUNACHAL PRADESH,PAPUM PARE,2018,12,7,18,317,138,541
ARUNACHAL PRADESH,SIANG EAST,2018,10,5,8,116,30,179
ARUNACHAL PRADESH,SIANG UPPER,2018,1,0,1,33,8,55
ARUNACHAL PRADESH,SIANG WEST,2018,6,13,10,127,75,276
ARUNACHAL PRADESH,SUBANSIRI LOWER,2018,4,0,4,50,35,135
ARUNACHAL PRADESH,SUBANSIRI UPPER,2018,4,2,2,35,48,162
ARUNACHAL PRADESH,TAWANG,2018,2,0,0,24,4,42
ARUNACHAL PRADESH,TIRAP,2018,7,0,13,84,31,141
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2018,2,0,0,9,2,14
ASSAM,BARPETA,2018,54,97,128,561,806,2539
ASSAM,BASKA,2018,67,23,35,87,126,465
ASSAM,BONGAIGAON,2018,15,51,60,387,388,1219
ASSAM,C.I.D.,2018,0,0,0,2,13,24
ASSAM,CACHAR,2018,56,72,128,1565,2843,4869
ASSAM,CHIRANG,2018,24,25,33,145,144,467
ASSAM,DARRANG,2018,38,57,59,379,205,1493
ASSAM,DHEMAJI,2018,26,88,66,357,226,1326
ASSAM,DHUBRI,2018,47,116,139,620,881,3242
ASSAM,DIBRUGARH,2018,99,46,89,1290,583,2343
ASSAM,G.R.P.,2018,6,5,8,323,43,251
ASSAM,GOALPARA,2018,36,66,76,345,339,1319
ASSAM,GOLAGHAT,2018,66,42,61,608,240,1476
ASSAM,GUWAHATI URBAN,2018,66,59,167,2899,3768,7163
ASSAM,HAILAKANDI,2018,27,39,61,321,305,1171
ASSAM,JORHAT,2018,68,44,54,659,326,1517
ASSAM,KAMRUP,2018,65,36,113,1728,483,2429
ASSAM,KARBI ANGLONG,2018,55,16,25,323,188,684
ASSAM,KARIMGANJ,2018,27,19,49,272,240,1046
ASSAM,KOKRAJHAR,2018,53,55,51,393,164,902
ASSAM,LAKHIMPUR,2018,44,52,91,453,509,1905
ASSAM,MORIGAON,2018,23,75,68,411,146,1429
ASSAM,N.C.HILLS,2018,42,4,14,103,66,233
ASSAM,NAGAON,2018,85,112,215,1015,1441,4294
ASSAM,NALBARI,2018,32,30,55,402,271,1183
ASSAM,R.P.O.,2018,3,5,3,27,46,88
ASSAM,SIBSAGAR,2018,108,46,111,1178,712,2276
ASSAM,SONITPUR,2018,95,56,136,1089,1029,2779
ASSAM,TINSUKIA,2018,114,60,87,1500,807,2333
ASSAM,UDALGURI,2018,56,42,57,297,260,868
BIHAR,ARARIA,2018,60,37,40,576,1461,2907
BIHAR,ARWAL,2018,28,2,12,129,433,694
BIHAR,AURANGABAD,2018,100,30,56,753,290,3381
BIHAR,BAGAHA,2018,28,15,49,517,1261,2439
BIHAR,BANKA,2018,76,49,46,395,576,1848
BIHAR,BEGUSARAI,2018,110,25,110,686,1362,3256
BIHAR,BETTIAH,2018,72,28,51,561,2077,3312
BIHAR,BHABHUA,2018,40,8,37,468,847,1763
BIHAR,BHAGALPUR,2018,103,35,133,1562,1777,4313
BIHAR,BHOJPUR,2018,140,18,72,771,501,3866
BIHAR,BUXAR,2018,58,11,26,644,520,1496
BIHAR,DARBHANGA,2018,82,67,123,723,2178,3800
BIHAR,GAYA,2018,148,52,90,1175,1598,4179
BIHAR,GOPALGANJ,2018,80,23,80,379,1356,2605
BIHAR,JAMALPUR RLY.,2018,10,1,4,249,64,223
BIHAR,JAMUI,2018,59,17,38,335,206,1788
BIHAR,JEHANABAD,2018,40,6,38,307,988,1524
BIHAR,KATIHAR,2018,65,120,103,388,1128,2858
BIHAR,KATIHAR RLY.,2018,8,2,9,481,110,467
BIHAR,KHAGARIA,2018,55,16,48,231,955,1826
BIHAR,KISHANGANJ,2018,32,30,33,401,308,1316
BIHAR,LAKHISARAI,2018,41,35,34,325,349,1187
BIHAR,MADHEPURA,2018,40,16,45,355,1050,1700
BIHAR,MADHUBANI,2018,68,24,51,801,3770,5454
BIHAR,MOTIHARI,2018,199,34,121,1111,833,4600
BIHAR,MUNGER,2018,85,20,61,703,815,1899
BIHAR,MUZAFFARPUR,2018,156,28,136,2009,3383,5678
BIHAR,MUZAFFARPUR RLY.,2018,16,2,4,628,215,609
BIHAR,NALANDA,2018,137,23,100,899,1472,4215
BIHAR,NAUGACHIA,2018,35,8,29,137,873,1523
BIHAR,NAWADAH,2018,76,28,48,354,613,1747
BIHAR,PATNA,2018,369,57,341,3869,9061,14491
BIHAR,PATNA RLY.,2018,27,0,11,1217,212,939
BIHAR,PURNEA,2018,120,185,139,677,684,2802
BIHAR,ROHTAS,2018,112,21,63,1047,2267,3943
BIHAR,SAHARSA,2018,34,22,41,370,809,2155
BIHAR,SAMASTIPUR,2018,112,32,74,865,1285,3416
BIHAR,SARAN,2018,133,34,98,1071,802,3550
BIHAR,SHEIKHPURA,2018,27,9,25,184,600,1020
BIHAR,SHEOHAR,2018,9,7,19,109,130,546
BIHAR,SITAMARHI,2018,78,12,70,734,2049,3235
BIHAR,SIWAN,2018,84,24,67,613,590,2452
BIHAR,SUPAUL,2018,51,53,54,467,688,1978
BIHAR,VAISHALI,2018,122,36,218,1142,1824,3669
CHHATTISGARH,BALRAMPUR,2018,50,41,7,132,165,774
CHHATTISGARH,BILASPUR,2018,112,71,33,2403,1851,6337
CHHATTISGARH,BIZAPUR,2018,96,5,8,22,88,368
CHHATTISGARH,DANTEWARA,2018,69,10,8,139,278,723
CHHATTISGARH,DHAMTARI,2018,23,26,4,465,841,1552
CHHATTISGARH,DURG,2018,87,109,18,2298,3580,6595
CHHATTISGARH,GRP RAIPUR,2018,5,2,0,401,63,301
CHHATTISGARH,JAGDALPUR,2018,74,68,13,381,1315,2309
CHHATTISGARH,JANJGIR,2018,37,47,8,942,1507,3011
CHHATTISGARH,JASHPUR,2018,65,71,46,363,516,1270
CHHATTISGARH,KABIRDHAM,2018,11,29,5,415,479,1720
CHHATTISGARH,KANKER,2018,55,15,10,243,543,1062
CHHATTISGARH,KORBA,2018,38,31,12,769,918,2515
CHHATTISGARH,KORIYA,2018,48,54,5,540,469,1798
CHHATTISGARH,MAHASAMUND,2018,20,24,8,435,631,1493
CHHATTISGARH,NARAYANPUR,2018,18,1,1,19,33,151
CHHATTISGARH,RAIGARH,2018,89,30,10,1161,964,2945
CHHATTISGARH,RAIPUR,2018,113,128,46,3958,3430,9981
CHHATTISGARH,RAJNANDGAON,2018,51,60,12,850,2035,3252
CHHATTISGARH,SARGUJA,2018,66,78,9,441,966,1805
CHHATTISGARH,SURAJPUR,2018,60,78,10,393,402,1480
GOA,NORTH GOA,2018,34,15,19,878,488,1489
GOA,SOUTH GOA,2018,26,15,17,649,398,1253
GUJARAT,AHMEDABAD COMMR.,2018,85,44,172,12286,7900,18544
GUJARAT,AHMEDABAD,2018,36,3,36,859,2021,3404
GUJARAT,AHWA-DANG,2018,7,3,2,28,143,231
GUJARAT,AMRELI,2018,23,8,60,569,1234,2391
GUJARAT,ANAND,2018,42,11,51,1153,2126,3794
GUJARAT,BHARUCH,2018,37,13,34,921,1600,3075
GUJARAT,BHAVNAGAR,2018,38,9,90,1990,3824,5858
GUJARAT,DAHOD,2018,47,13,43,487,782,1808
GUJARAT,GANDHINAGAR,2018,32,8,44,1396,3095,4808
GUJARAT,HIMATNAGAR,2018,39,16,37,514,3592,4887
GUJARAT,JAMNAGAR,2018,37,17,30,992,3810,5332
GUJARAT,JUNAGADH,2018,33,5,48,1708,2762,5288
GUJARAT,KHEDA NORTH,2018,36,8,41,913,3624,5265
GUJARAT,KUTCH,2018,41,16,44,1643,2579,4941
GUJARAT,MEHSANA,2018,30,9,54,1548,2059,4604
GUJARAT,NARMADA,2018,16,7,7,95,500,810
GUJARAT,NAVSARI,2018,26,2,9,199,762,995
GUJARAT,PALANPUR,2018,43,37,43,1063,1641,4107
GUJARAT,PANCHMAHAL,2018,41,8,55,528,2286,3323
GUJARAT,PATAN,2018,14,19,29,862,1620,2948
GUJARAT,PORBANDAR,2018,7,3,12,222,616,1014
GUJARAT,RAJKOT COMMR.,2018,38,12,54,3176,2368,5525
GUJARAT,RAJKOT,2018,47,24,47,1032,2013,3870
GUJARAT,SURAT COMMR.,2018,100,28,131,6788,4475,10741
GUJARAT,SURAT,2018,44,3,11,292,882,1589
GUJARAT,SURENDRANAGAR,2018,35,21,44,482,1643,2957
GUJARAT,TAPI,2018,21,3,3,106,331,602
GUJARAT,VADODARA COMMR.,2018,23,7,34,3219,2473,5386
GUJARAT,VADODARA,2018,80,11,39,445,1497,2755
GUJARAT,VALSAD,2018,33,4,15,585,1094,1800
GUJARAT,W.RLY,2018,10,2,4,1704,173,1156
HARYANA,AMBALA,2018,31,35,55,1119,1101,2560
HARYANA,BHIWANI,2018,67,33,47,1386,956,2739
HARYANA,FARIDABAD,2018,64,46,109,2198,2124,4516
HARYANA,FATEHABAD,2018,24,12,25,727,647,1621
HARYANA,GRP,2018,29,1,7,1017,468,1260
HARYANA,GURGAON,2018,85,35,89,6495,2347,7170
HARYANA,HISSAR,2018,57,23,43,1357,1353,3166
HARYANA,JHAJJAR,2018,66,22,26,692,518,1715
HARYANA,JIND,2018,53,38,29,768,655,1767
HARYANA,KAITHAL,2018,24,14,16,501,621,1522
HARYANA,KARNAL,2018,46,50,35,1650,1124,3231
HARYANA,KURUKSHETRA,2018,22,41,30,1431,1007,2413
HARYANA,MAHENDRAGARH,2018,33,21,26,498,977,1724
HARYANA,MEWAT,2018,19,29,21,458,521,1262
HARYANA,PALWAL,2018,37,29,32,800,863,1990
HARYANA,PANCHKULA,2018,18,15,26,1025,686,1569
HARYANA,PANIPAT,2018,58,30,52,1912,780,2702
HARYANA,REWARI,2018,31,23,27,1057,1177,2361
HARYANA,ROHTAK,2018,70,39,32,1449,843,2642
HARYANA,SIRSA,2018,48,31,25,822,733,1958
HARYANA,SONIPAT,2018,88,36,59,1616,1170,3383
HARYANA,YAMUNANAGAR,2018,43,28,43,1244,789,2073
HIMACHAL PRADESH,BILASPUR,2018,6,10,7,176,713,1046
HIMACHAL PRADESH,CHAMBA,2018,11,10,16,217,384,761
HIMACHAL PRADESH,G.R.P.,2018,0,0,0,6,5,8
HIMACHAL PRADESH,HAMIRPUR,2018,6,8,12,213,439,959
HIMACHAL PRADESH,KANGRA,2018,20,19,20,625,1260,2290
HIMACHAL PRADESH,KINNAUR,2018,1,4,2,46,71,170
HIMACHAL PRADESH,KULLU,2018,15,16,19,224,665,1096
HIMACHAL PRADESH,LAHAUL-SPITI,2018,1,1,0,6,55,70
HIMACHAL PRADESH,MANDI,2018,19,32,14,294,1420,2144
HIMACHAL PRADESH,SHIMLA,2018,15,22,20,592,1106,1941
HIMACHAL PRADESH,SIRMAUR,2018,7,10,14,222,448,885
HIMACHAL PRADESH,SOLAN,2018,18,14,15,351,659,1504
HIMACHAL PRADESH,UNA,2018,15,11,12,237,612,1102
JAMMU & KASHMIR,ANANTNAG,2018,10,13,74,420,566,1224
JAMMU & KASHMIR,AWANTIPORA,2018,2,4,13,99,197,367
JAMMU & KASHMIR,BANDIPORA,2018,3,1,45,155,166,467
JAMMU & KASHMIR,BARAMULLA,2018,23,13,63,422,563,1247
JAMMU & KASHMIR,BUDGAM,2018,7,8,66,460,609,1404
JAMMU & KASHMIR,CRIME JAMMU,2018,2,0,0,2,0,25
JAMMU & KASHMIR,CRIME SRINAGAR,2018,2,0,0,2,0,52
JAMMU & KASHMIR,DODA,2018,20,20,24,106,331,591
JAMMU & KASHMIR,GANDERBAL,2018,5,2,23,114,150,358
JAMMU & KASHMIR,HANDWARA,2018,6,6,17,71,125,310
JAMMU & KASHMIR,JAMMU,2018,38,26,51,1395,2189,3851
JAMMU & KASHMIR,KARGIL,2018,2,1,1,12,73,107
JAMMU & KASHMIR,KATHUA,2018,15,15,19,185,716,1057
JAMMU & KASHMIR,KISHTWAR,2018,10,4,12,81,157,294
JAMMU & KASHMIR,KULGAM,2018,6,5,45,179,185,572
JAMMU & KASHMIR,KUPWARA,2018,14,5,22,75,150,393
JAMMU & KASHMIR,LEH,2018,2,6,3,53,183,253
JAMMU & KASHMIR,POONCH,2018,14,16,25,124,391,787
JAMMU & KASHMIR,PULWAMA,2018,9,2,30,158,114,421
JAMMU & KASHMIR,RAILWAYS,2018,0,0,1,22,0,13
JAMMU & KASHMIR,RAJOURI,2018,13,21,28,160,842,1286
JAMMU & KASHMIR,RAMBAN,2018,11,9,14,101,497,678
JAMMU & KASHMIR,REASI,2018,17,5,10,93,310,472
JAMMU & KASHMIR,SAMBA,2018,6,2,9,113,491,670
JAMMU & KASHMIR,SHOPIAN,2018,7,6,16,138,75,313
JAMMU & KASHMIR,SRINAGAR,2018,14,16,79,923,1029,2549
JAMMU & KASHMIR,UDHAMPUR,2018,10,13,14,147,625,843
JHARKHAND,BOKARO,2018,76,40,41,1414,1398,2665
JHARKHAND,CHAIBASA,2018,162,42,7,297,203,837
JHARKHAND,CHATRA,2018,42,11,17,239,587,1030
JHARKHAND,DEOGHAR,2018,47,33,11,438,459,1475
JHARKHAND,DHANBAD,2018,84,47,88,1817,1614,3579
JHARKHAND,DHANBAD RLY.,2018,13,0,1,239,61,235
JHARKHAND,DUMKA,2018,77,60,26,499,722,1758
JHARKHAND,GARHWA,2018,50,21,27,229,354,1279
JHARKHAND,GIRIDIH,2018,63,48,52,839,1306,2819
JHARKHAND,GODDA,2018,61,26,41,391,994,1863
JHARKHAND,GUMLA,2018,162,38,37,278,225,960
JHARKHAND,HAZARIBAGH,2018,82,57,65,1101,1132,3021
JHARKHAND,JAMSHEDPUR,2018,112,41,36,1962,1432,3212
JHARKHAND,JAMSHEDPUR RLY.,2018,6,0,0,253,32,194
JHARKHAND,JAMTARA,2018,28,20,9,174,358,654
JHARKHAND,KHUNTI,2018,68,8,13,100,63,313
JHARKHAND,KODERMA,2018,23,16,16,267,305,825
JHARKHAND,LATEHAR,2018,33,11,14,181,212,540
JHARKHAND,LOHARDAGGA,2018,24,16,18,217,237,563
JHARKHAND,PAKUR,2018,37,53,18,202,100,796
JHARKHAND,PALAMU,2018,108,30,57,497,1100,2117
JHARKHAND,RAMGARH,2018,45,11,20,638,315,1067
JHARKHAND,RANCHI,2018,219,62,117,3515,1106,4805
JHARKHAND,SAHEBGANJ,2018,46,61,35,301,264,844
JHARKHAND,SARAIKELA,2018,62,13,14,442,141,857
JHARKHAND,SIMDEGA,2018,79,26,12,144,123,378
KARNATAKA,BAGALKOT,2018,43,2,22,332,1166,2048
KARNATAKA,BANGALORE COMMR.,2018,261,54,159,21851,10648,29664
KARNATAKA,BANGALORE,2018,102,14,22,1288,2549,4423
KARNATAKA,BELGAUM,2018,125,30,59,1562,3617,7150
KARNATAKA,BELLARY,2018,47,11,19,715,1834,3264
KARNATAKA,BIDAR,2018,29,7,23,577,1601,3363
KARNATAKA,BIJAPUR,2018,83,19,23,467,1386,3125
KARNATAKA,CBPURA,2018,40,7,17,529,845,1891
KARNATAKA,CHAMARAJNAGAR,2018,37,4,7,342,632,1518
KARNATAKA,CHICKMAGALUR,2018,42,17,23,579,1441,3101
KARNATAKA,CHITRADURGA,2018,43,18,20,709,2406,4191
KARNATAKA,DAKSHIN KANNADA,2018,31,10,10,737,2372,3974
KARNATAKA,DAVANAGERE,2018,27,10,35,690,1564,3009
KARNATAKA,DHARWAD COMMR.,2018,21,3,15,1075,1088,2299
KARNATAKA,DHARWAD,2018,22,1,6,128,692,1087
KARNATAKA,GADAG,2018,24,10,10,238,460,1175
KARNATAKA,GULBARGA,2018,107,25,47,904,2592,5622
KARNATAKA,HASSAN,2018,73,17,28,1016,2738,4949
KARNATAKA,HAVERI,2018,33,5,12,317,1213,2322
KARNATAKA,K.G.F.,2018,14,5,5,197,327,849
KARNATAKA,KODAGU,2018,24,20,6,329,752,1730
KARNATAKA,KOLAR,2018,60,14,15,513,1030,2014
KARNATAKA,KOPPAL,2018,28,6,12,299,1063,1723
KARNATAKA,MANDYA,2018,51,18,14,954,2699,4747
KARNATAKA,MYSORE COMMR.,2018,28,23,30,1546,1381,3086
KARNATAKA,MYSORE,2018,55,13,14,690,1423,3173
KARNATAKA,RAICHUR,2018,55,19,21,366,1577,2994
KARNATAKA,RAILWAYS,2018,13,0,2,630,59,447
KARNATAKA,RAMANAGAR,2018,99,17,19,1058,2275,4084
KARNATAKA,SHIMOGA,2018,48,14,27,980,2380,4790
KARNATAKA,TUMKUR,2018,70,12,18,1191,2652,4813
KARNATAKA,UDUPI,2018,23,11,7,412,1576,2335
KARNATAKA,UTTAR KANNADA,2018,21,10,11,292,1717,2580
KERALA,ALAPUZHA,2018,16,16,20,989,5070,8373
KERALA,ERNAKULAM COMMR.,2018,12,12,12,771,6562,7961
KERALA,ERNAKULAM,2018,55,35,13,1208,6102,9159
KERALA,IDUKKI,2018,16,28,15,738,2267,4923
KERALA,KANNUR,2018,31,33,13,768,2534,5901
KERALA,KASARGOD,2018,21,28,15,537,1233,3585
KERALA,KOLLAM,2018,34,61,23,1255,4423,8717
KERALA,KOTTAYAM,2018,31,31,16,1158,4332,8008
KERALA,KOZHIKODE COMMR.,2018,7,15,12,904,2041,4166
KERALA,KOZHIKODE,2018,17,39,7,763,2109,5429
KERALA,MALAPPURAM,2018,38,51,13,1474,3768,7419
KERALA,PALAKKAD,2018,34,42,15,773,2498,5557
KERALA,PATHANAMTHITTA,2018,21,32,10,597,2904,5343
KERALA,RAILWAYS,2018,1,1,0,298,10,209
KERALA,THRISSUR,2018,50,46,17,1169,6159,10003
KERALA,TRIVANDRUM COMMR.,2018,12,20,18,1278,2279,5016
KERALA,TRIVANDRUM,2018,44,43,25,1274,3868,8348
KERALA,WAYANADU,2018,17,35,9,380,902,2503
MADHYA PRADESH,ALIRAJPUR,2018,61,41,14,217,496,1225
MADHYA PRADESH,ANUPPUR,2018,34,42,4,258,549,1244
MADHYA PRADESH,ASHOK NAGAR,2018,27,47,3,404,577,2041
MADHYA PRADESH,BALAGHAT,2018,60,61,8,516,1293,2559
MADHYA PRADESH,BARWANI,2018,33,39,6,523,893,1907
MADHYA PRADESH,BETUL,2018,59,121,26,680,1707,3241
MADHYA PRADESH,BHIND,2018,60,27,13,694,1481,3171
MADHYA PRADESH,BHOPAL,2018,75,113,42,6358,7901,14718
MADHYA PRADESH,BHOPAL RLY.,2018,3,2,3,1891,331,1327
MADHYA PRADESH,BURHANPUR,2018,19,14,2,288,830,1384
MADHYA PRADESH,CHHATARPUR,2018,56,57,26,1168,2837,4928
MADHYA PRADESH,CHHINDWARA,2018,81,120,13,753,1922,4589
MADHYA PRADESH,DAMOH,2018,58,46,13,459,776,2904
MADHYA PRADESH,DATIYA,2018,44,25,17,477,1248,2388
MADHYA PRADESH,DEWAS,2018,46,73,18,1497,3253,5593
MADHYA PRADESH,DHAR,2018,86,100,29,1257,2947,5389
MADHYA PRADESH,DINDORI,2018,24,20,1,81,355,750
MADHYA PRADESH,GUNA,2018,66,72,14,661,1313,3116
MADHYA PRADESH,GWALIOR,2018,121,42,62,4883,3640,9104
MADHYA PRADESH,HARDA,2018,20,18,9,353,346,1205
MADHYA PRADESH,HOSHANGABAD,2018,52,64,19,1066,1986,3562
MADHYA PRADESH,INDORE,2018,127,122,61,10901,9572,19587
MADHYA PRADESH,INDORE RLY.,2018,3,3,0,387,109,337
MADHYA PRADESH,JABALPUR,2018,75,127,52,2736,5634,10857
MADHYA PRADESH,JABALPUR RLY.,2018,7,1,1,446,102,365
MADHYA PRADESH,JHABUA,2018,23,31,18,289,827,1507
MADHYA PRADESH,KATNI,2018,37,48,7,565,904,2964
MADHYA PRADESH,KHANDWA,2018,36,52,12,886,2103,3244
MADHYA PRADESH,KHARGON,2018,51,65,8,1379,2398,4144
MADHYA PRADESH,MANDLA,2018,34,47,3,200,1113,1922
MADHYA PRADESH,MANDSAUR,2018,45,40,19,820,1999,3360
MADHYA PRADESH,MORENA,2018,61,26,35,1236,1742,5062
MADHYA PRADESH,NARSINGHPUR,2018,53,61,5,524,633,2465
MADHYA PRADESH,NEEMUCH,2018,26,19,12,691,630,2082
MADHYA PRADESH,PANNA,2018,34,28,7,334,866,1704
MADHYA PRADESH,RAISEN,2018,42,67,24,556,2072,3355
MADHYA PRADESH,RAJGARH,2018,39,83,28,780,3001,4675
MADHYA PRADESH,RATLAM,2018,43,63,16,721,2072,3488
