STATE/UT,DISTRICT,YEAR,MURDER,RAPE,KIDNAPPING & ABDUCTION,THEFT,OTHER IPC CRIMES,TOTAL IPC CRIMES
RAJASTHAN,SIKAR,2014,40,18,66,890,2078,4029
RAJASTHAN,SIROHI,2014,45,14,33,507,689,2207
RAJASTHAN,TONK,2014,31,14,67,753,1255,3803
RAJASTHAN,UDAIPUR,2014,62,57,134,1619,2654,7183
SIKKIM,EAST,2014,6,1,1,162,103,332
SIKKIM,NORTH,2014,3,0,0,2,7,24
SIKKIM,SOUTH,2014,5,2,4,37,44,137
SIKKIM,WEST,2014,5,0,0,14,42,138
TAMIL NADU,CHENGAI,2014,79,33,36,2350,9141,12560
TAMIL NADU,CHENNAI,2014,71,30,37,7003,6266,12436
TAMIL NADU,CHENNAI RLY.,2014,1,0,1,451,362,645
TAMIL NADU,COIMBATORE,2014,64,23,25,2629,3854,9840
TAMIL NADU,COIMBATORE URBAN,2014,17,4,8,2293,1858,3831
TAMIL NADU,CUDDALORE,2014,59,18,41,1058,2792,7109
TAMIL NADU,DHARMAPURI,2014,39,22,23,398,1166,2789
TAMIL NADU,DINDIGUL,2014,53,18,26,1144,3256,5047
TAMIL NADU,ERODE,2014,59,13,22,1502,2264,6045
TAMIL NADU,KANCHIPURAM,2014,48,17,12,870,4903,6807
TAMIL NADU,KANYAKUMARI,2014,32,3,12,774,1857,3113
TAMIL NADU,KARUR,2014,20,4,6,465,1738,2435
TAMIL NADU,KRISHNAGIRI,2014,46,9,27,673,2999,4890
TAMIL NADU,MADURAI,2014,57,29,29,1218,1433,4253
TAMIL NADU,MADURAI URBAN,2014,16,8,27,1155,1858,3164
TAMIL NADU,NAGAPATTINAM,2014,32,9,21,606,1466,3480
TAMIL NADU,NAMAKKAL,2014,31,7,18,437,1450,3608
TAMIL NADU,NILGIRIS,2014,14,14,3,392,995,1707
TAMIL NADU,PERAMBALUR,2014,33,15,31,405,1125,2505
TAMIL NADU,PUDUKOTTAI,2014,30,11,22,514,2160,3323
TAMIL NADU,RAMNATHAPURAM,2014,37,10,19,510,1669,2865
TAMIL NADU,SALEM,2014,74,56,102,610,1692,5908
TAMIL NADU,SALEM URBAN,2014,22,11,6,568,2131,2865
TAMIL NADU,SIVAGANGAI,2014,29,13,21,714,1537,2620
TAMIL NADU,THANJAVUR,2014,49,12,29,1109,1873,3930
TAMIL NADU,THENI,2014,33,5,10,661,1365,3367
TAMIL NADU,THIRUNELVELI,2014,63,30,21,1027,2821,4834
TAMIL NADU,THIRUNELVELI URBAN,2014,19,3,6,356,840,1305
TAMIL NADU,THIRUVALLUR,2014,21,16,14,466,1185,3163
TAMIL NADU,THIRUVANNAMALAI,2014,30,27,25,898,2231,3842
TAMIL NADU,THIRUVARUR,2014,24,7,10,482,1359,2950
TAMIL NADU,THOOTHUGUDI,2014,60,35,31,1209,3124,4950
TAMIL NADU,TRICHY RLY.,2014,0,0,0,135,119,210
TAMIL NADU,TRICHY,2014,58,16,30,381,1887,3639
TAMIL NADU,TRICHY URBAN,2014,14,0,6,831,1753,2615
TAMIL NADU,VELLORE,2014,63,17,30,1329,2960,6760
TAMIL NADU,VILLUPURAM,2014,72,55,56,912,4155,6559
TAMIL NADU,VIRUDHUNAGAR,2014,36,18,27,1136,2795,4637
TRIPURA,DHALAI,2014,24,15,16,87,65,301
TRIPURA,NORTH,2014,26,46,30,159,145,633
TRIPURA,SOUTH,2014,42,51,28,188,241,971
TRIPURA,WEST,2014,97,48,25,298,417,1176
UTTAR PRADESH,AGRA,2014,146,32,156,2363,1265,5040
UTTAR PRADESH,ALIGARH,2014,219,58,128,1833,745,3884
UTTAR PRADESH,ALLAHABAD,2014,184,23,79,1451,1294,3963
UTTAR PRADESH,AMBEDKAR NAGAR,2014,43,10,28,279,219,793
UTTAR PRADESH,AURAIYA,2014,60,4,45,145,242,814
UTTAR PRADESH,AZAMGARH,2014,134,16,47,468,694,2039
UTTAR PRADESH,BADAUN,2014,251,35,96,670,962,2492
UTTAR PRADESH,BAGHPAT,2014,99,11,29,292,287,974
UTTAR PRADESH,BAHRAICH,2014,64,16,30,340,504,1266
UTTAR PRADESH,BALLIA,2014,69,6,19,338,294,1133
UTTAR PRADESH,BALRAMPUR,2014,33,5,7,78,62,312
UTTAR PRADESH,BANDA,2014,85,21,19,269,472,1060
UTTAR PRADESH,BARABANKI,2014,66,25,41,527,536,1661
UTTAR PRADESH,BAREILLY,2014,237,41,117,1473,972,4117
UTTAR PRADESH,BASTI,2014,45,7,21,324,260,975
UTTAR PRADESH,BIJNOR,2014,108,25,34,495,474,1547
UTTAR PRADESH,BULANDSHAHAR,2014,230,40,90,978,1075,2811
UTTAR PRADESH,CHANDOLI,2014,35,5,7,141,286,608
UTTAR PRADESH,CHITRAKOOT DHAM,2014,36,10,9,69,165,406
UTTAR PRADESH,DEORIA,2014,64,12,29,253,437,1217
UTTAR PRADESH,ETAH,2014,177,26,63,555,632,2235
UTTAR PRADESH,ETAWAH,2014,85,9,63,295,624,1406
UTTAR PRADESH,FAIZABAD,2014,62,12,19,338,313,1079
UTTAR PRADESH,FATEHGARH,2014,101,10,40,225,216,829
UTTAR PRADESH,FATEHPUR,2014,121,10,20,225,421,1193
UTTAR PRADESH,FIROZABAD,2014,144,10,89,965,677,2325
UTTAR PRADESH,G.R.P.,2014,17,2,5,3973,690,2916
UTTAR PRADESH,GAUTAMBUDH NAGAR,2014,77,20,32,1738,662,2290
UTTAR PRADESH,GHAZIABAD,2014,226,25,118,3246,1234,4613
UTTAR PRADESH,GHAZIPUR,2014,85,4,9,284,321,1037
UTTAR PRADESH,GONDA,2014,77,14,23,323,259,976
UTTAR PRADESH,GORAKHPUR,2014,136,24,51,952,662,2528
UTTAR PRADESH,HAMIRPUR,2014,66,12,13,157,288,646
UTTAR PRADESH,HARDOI,2014,144,37,58,564,632,2094
UTTAR PRADESH,HATHRAS,2014,80,16,40,582,606,1783
UTTAR PRADESH,J.P.NAGAR,2014,88,27,24,323,406,1301
UTTAR PRADESH,JALAUN,2014,99,7,49,315,430,1084
UTTAR PRADESH,JAUNPUR,2014,79,19,22,437,561,1586
UTTAR PRADESH,JHANSI,2014,96,16,39,398,793,1672
UTTAR PRADESH,KANNAUJ,2014,76,5,17,189,469,993
UTTAR PRADESH,KANPUR DEHAT,2014,65,13,49,331,454,1387
UTTAR PRADESH,KANPUR NAGAR,2014,185,20,109,2099,1207,4526
UTTAR PRADESH,KAUSHAMBI,2014,80,14,12,195,265,762
UTTAR PRADESH,KHIRI,2014,137,43,76,818,796,2670
UTTAR PRADESH,KUSHI NAGAR,2014,68,13,28,294,307,1204
UTTAR PRADESH,LALITPUR,2014,28,4,4,126,177,448
UTTAR PRADESH,LUCKNOW,2014,200,46,164,5146,2320,7412
UTTAR PRADESH,MAHARAJGANJ,2014,36,8,11,115,189,577
UTTAR PRADESH,MAHOBA,2014,46,6,9,86,182,440
UTTAR PRADESH,MAINPURI,2014,141,8,49,443,569,1587
UTTAR PRADESH,MATHURA,2014,112,24,34,879,727,2227
UTTAR PRADESH,MAU,2014,61,3,19,263,142,778
UTTAR PRADESH,MEERUT,2014,244,33,137,2679,1070,4298
UTTAR PRADESH,MIRZAPUR,2014,46,12,13,228,183,878
UTTAR PRADESH,MORADABAD,2014,220,57,98,1283,1390,3664
UTTAR PRADESH,MUZAFFARNAGAR,2014,274,44,90,1314,976,2893
UTTAR PRADESH,PILIBHIT,2014,91,28,54,392,701,1637
UTTAR PRADESH,PRATAPGARH,2014,84,18,31,461,547,1732
UTTAR PRADESH,RAIBAREILLY,2014,106,42,52,532,578,1854
UTTAR PRADESH,RAMPUR,2014,94,22,39,520,619,1479
UTTAR PRADESH,SAHARANPUR,2014,117,22,52,1090,971,2477
UTTAR PRADESH,SANT KABIRNAGAR,2014,25,6,10,126,114,430
UTTAR PRADESH,SHAHJAHANPUR,2014,171,31,89,562,815,2166
UTTAR PRADESH,SHRAWASTI,2014,24,4,9,91,100,366
UTTAR PRADESH,SIDHARTHNAGAR,2014,34,10,17,251,362,847
UTTAR PRADESH,SITAPUR,2014,187,72,104,1133,978,3039
UTTAR PRADESH,SONBHADRA,2014,47,6,15,138,73,559
UTTAR PRADESH,ST.RAVIDASNAGAR,2014,33,3,5,190,121,579
UTTAR PRADESH,SULTANPUR,2014,100,18,36,583,315,1441
UTTAR PRADESH,UNNAO,2014,146,45,62,387,566,1917
UTTAR PRADESH,VARANASI,2014,116,15,35,1328,756,2209
UTTARAKHAND,ALMORA,2014,10,1,5,81,34,221
UTTARAKHAND,BAGESHWAR,2014,4,5,4,27,32,90
UTTARAKHAND,CHAMOLI,2014,6,4,7,47,90,243
UTTARAKHAND,CHAMPAWAT,2014,8,2,2,27,54,128
UTTARAKHAND,DEHRADUN,2014,44,21,37,1017,549,1955
UTTARAKHAND,HARIDWAR,2014,59,33,54,949,313,1909
UTTARAKHAND,NAINITAL,2014,51,6,28,507,147,892
UTTARAKHAND,PAURI GARHWAL,2014,21,6,10,163,81,439
UTTARAKHAND,PITHORAGARH,2014,10,9,3,73,152,306
UTTARAKHAND,RUDRA PRAYAG,2014,4,4,3,37,18,132
UTTARAKHAND,TEHRI GARHWAL,2014,11,4,14,88,135,331
UTTARAKHAND,UDHAMSINGH NAGAR,2014,57,15,41,833,612,1771
UTTARAKHAND,UTTARKASHI,2014,6,5,5,76,102,217
WEST BENGAL,24 PARGANAS NORTH,2014,227,176,180,4524,4228,8827
WEST BENGAL,24 PARGANAS SOUTH,2014,184,122,103,3239,3507,7123
WEST BENGAL,ASANSOL,2014,36,9,10,250,316,1062
WEST BENGAL,BANKURA,2014,43,49,24,779,497,1618
WEST BENGAL,BIRBHUM,2014,76,58,31,490,403,1612
WEST BENGAL,BURDWAN,2014,136,92,56,831,2329,4140
WEST BENGAL,COOCHBEHAR,2014,28,92,41,316,455,1264
WEST BENGAL,DAKSHIN DINAJPUR,2014,24,33,27,175,380,860
WEST BENGAL,DARJEELING,2014,74,21,17,796,344,1261
WEST BENGAL,HOOGHLY,2014,105,56,38,1412,1047,3663
WEST BENGAL,HOWRAH,2014,44,21,19,429,812,1760
WEST BENGAL,HOWRAH URBAN,2014,38,15,17,831,856,1992
WEST BENGAL,HOWRAH G.R.P.,2014,12,1,8,555,102,498
WEST BENGAL,JALPAIGURI,2014,163,83,59,1357,900,2866
WEST BENGAL,KHARAGPUR G.R.P.,2014,8,0,2,235,0,167
WEST BENGAL,KOLKATA,2014,53,27,119,7647,2940,10757
WEST BENGAL,MALDA,2014,90,97,65,753,890,2467
WEST BENGAL,MURSHIDABAD,2014,155,197,126,895,1535,4283
WEST BENGAL,NADIA,2014,120,108,80,1545,1626,4218
WEST BENGAL,PASCHIM MIDNAPUR,2014,101,74,65,942,1657,3305
WEST BENGAL,PURAB MIDNAPUR,2014,64,49,54,460,1277,2351
WEST BENGAL,PURULIA,2014,49,43,11,309,540,1125
WEST BENGAL,SEALDAH G.R.P.,2014,15,5,6,572,75,424
WEST BENGAL,SILIGURI G.R.P.,2014,3,0,2,165,42,141
WEST BENGAL,UTTAR DINAJPUR,2014,45,47,40,505,668,1566
A & N ISLANDS,ANDAMAN,2014,15,10,3,270,373,721
A & N ISLANDS,NICOBAR,2014,2,0,0,8,14,27
CHANDIGARH,CHANDIGARH,2014,32,19,54,3110,720,2889
D & N HAVELI,D AND N HAVELI,2014,11,7,12,128,193,409
DAMAN & DIU,DAMAN,2014,2,1,2,90,37,171
DAMAN & DIU,DIU,2014,1,0,0,0,14,27
DELHI UT,CENTRAL,2014,22,27,57,2750,1347,3335
DELHI UT,DELHI UT TOTAL,2014,561,551,1209,40324,22048,53623
DELHI UT,EAST,2014,65,62,172,4739,1932,5528
DELHI UT,G.R.P.(RLY),2014,7,5,5,2152,75,1235
DELHI UT,I.G.I. AIRPORT,2014,1,1,5,183,98,683
DELHI UT,NEW DELHI,2014,11,8,20,2420,791,2651
DELHI UT,NORTH,2014,33,23,85,2439,1550,3418
DELHI UT,NORTH EAST,2014,57,67,157,2284,1570,3896
DELHI UT,NORTH WEST,2014,148,124,285,5751,4866,9840
DELHI UT,S.T.F.,2014,1,1,0,4,25,90
DELHI UT,SOUTH,2014,93,96,216,8328,3630,9672
DELHI UT,SOUTH WEST,2014,50,79,97,3965,2778,5932
DELHI UT,WEST,2014,73,58,110,5309,3386,7343
LAKSHADWEEP,LAKSHADWEEP,2014,0,0,0,12,18,70
PUDUCHERRY,PONDICHERRY,2014,39,4,10,1355,2390,4620
ANDHRA PRADESH,ADILABAD,2015,121,53,65,869,1838,5033
ANDHRA PRADESH,ANANTAPUR,2015,175,16,60,1077,1500,4545
ANDHRA PRADESH,CHITTOOR,2015,105,35,72,2843,2573,6746
ANDHRA PRADESH,CUDDAPAH,2015,96,21,36,757,1846,4072
ANDHRA PRADESH,CYBERABAD,2015,160,44,151,5808,2086,12079
ANDHRA PRADESH,EAST GODAVARI,2015,110,27,69,3003,1986,8262
ANDHRA PRADESH,GUNTAKAL RLY.,2015,12,0,1,262,61,225
ANDHRA PRADESH,GUNTUR,2015,166,55,87,2860,2362,7736
ANDHRA PRADESH,HYDERABAD URBAN,2015,112,67,137,11330,1840,17276
ANDHRA PRADESH,KARIMNAGAR,2015,165,84,131,1827,1714,8875
ANDHRA PRADESH,KHAMMAM,2015,113,21,66,1367,2103,5757
ANDHRA PRADESH,KRISHNA,2015,69,27,45,1478,825,5335
ANDHRA PRADESH,KURNOOL,2015,146,29,42,941,1835,5266
ANDHRA PRADESH,MAHABOOBNAGAR,2015,228,62,59,1470,1303,5624
ANDHRA PRADESH,MEDAK,2015,143,36,38,1085,575,4024
ANDHRA PRADESH,NALGONDA,2015,144,49,51,1245,2480,6570
ANDHRA PRADESH,NELLORE,2015,89,33,74,1749,972,5283
ANDHRA PRADESH,NIZAMABAD,2015,104,26,57,1321,830,5059
ANDHRA PRADESH,PRAKASHAM,2015,112,27,52,1012,1154,4343
ANDHRA PRADESH,RANGA REDDY,2015,66,15,16,467,366,2127
ANDHRA PRADESH,SECUNDERABAD RLY.,2015,11,0,4,816,43,508
ANDHRA PRADESH,SRIKAKULAM,2015,38,15,17,534,531,2686
ANDHRA PRADESH,VIJAYAWADA,2015,45,32,87,3935,623,5791
ANDHRA PRADESH,VIJAYAWADA RLY.,2015,5,0,1,522,33,316
ANDHRA PRADESH,VISAKHA,2015,55,18,8,431,343,2687
ANDHRA PRADESH,VISAKHAPATNAM,2015,27,28,37,2386,1336,4455
ANDHRA PRADESH,VIZIANAGARAM,2015,44,12,9,527,1229,2560
ANDHRA PRADESH,WARANGAL,2015,119,34,82,1647,2120,6683
ANDHRA PRADESH,WEST GODAVARI,2015,81,69,58,2735,1200,7200
ARUNACHAL PRADESH,CHANGLANG,2015,13,2,8,71,40,148
ARUNACHAL PRADESH,DIBANG VALLEY,2015,4,0,5,88,32,128
ARUNACHAL PRADESH,K/KUMEY,2015,4,1,2,25,11,53
ARUNACHAL PRADESH,KAMENG EAST,2015,4,2,4,51,31,104
ARUNACHAL PRADESH,KAMENG WEST,2015,6,0,1,64,26,111
ARUNACHAL PRADESH,LOHIT,2015,14,3,7,69,35,158
ARUNACHAL PRADESH,PAPUM PARE,2015,10,6,10,423,96,496
ARUNACHAL PRADESH,SIANG EAST,2015,3,13,6,185,75,313
ARUNACHAL PRADESH,SIANG UPPER,2015,5,2,1,40,11,80
ARUNACHAL PRADESH,SIANG WEST,2015,5,3,5,139,75,230
ARUNACHAL PRADESH,SUBANSIRI LOWER,2015,5,0,3,47,49,119
ARUNACHAL PRADESH,SUBANSIRI UPPER,2015,4,2,3,82,30,180
ARUNACHAL PRADESH,TAWANG,2015,2,1,0,45,7,48
ARUNACHAL PRADESH,TIRAP,2015,3,0,2,54,43,114
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2015,4,0,1,19,1,22
ASSAM,BARPETA,2015,38,56,69,436,823,1981
ASSAM,BASKA,2015,21,9,24,83,61,306
ASSAM,BONGAIGAON,2015,19,38,31,214,334,825
ASSAM,C.I.D.,2015,0,0,0,0,8,15
ASSAM,CACHAR,2015,53,51,110,1025,1368,3930
ASSAM,CHIRANG,2015,17,17,16,61,160,323
ASSAM,DARRANG,2015,25,47,33,297,331,1156
ASSAM,DHEMAJI,2015,21,52,45,273,262,943
ASSAM,DHUBRI,2015,41,101,84,360,248,2285
ASSAM,DIBRUGARH,2015,120,57,75,920,427,2095
ASSAM,G.R.P.,2015,4,2,5,219,121,290
ASSAM,GOALPARA,2015,31,40,73,316,248,1162
ASSAM,GOLAGHAT,2015,64,54,87,619,183,1421
ASSAM,GUWAHATI URBAN,2015,110,38,147,3336,1418,5651
ASSAM,HAILAKANDI,2015,23,18,35,192,395,888
ASSAM,JORHAT,2015,54,29,44,454,242,981
ASSAM,KAMRUP,2015,47,73,86,529,41,891
ASSAM,KARBI ANGLONG,2015,76,8,39,221,190,685
ASSAM,KARIMGANJ,2015,30,28,31,387,216,1083
ASSAM,KOKRAJHAR,2015,46,36,44,212,183,928
ASSAM,LAKHIMPUR,2015,37,69,112,567,243,1615
ASSAM,MORIGAON,2015,23,52,47,300,271,981
ASSAM,N.C.HILLS,2015,11,1,10,127,56,220
ASSAM,NAGAON,2015,93,149,185,1055,645,3545
ASSAM,NALBARI,2015,17,27,38,244,186,750
ASSAM,R.P.O.,2015,10,8,5,29,74,143
ASSAM,SIBSAGAR,2015,61,38,73,641,588,1635
ASSAM,SONITPUR,2015,87,77,108,1192,906,2805
ASSAM,TINSUKIA,2015,93,42,75,862,858,1759
ASSAM,UDALGURI,2015,39,21,20,273,213,714
BIHAR,ARARIA,2015,71,29,43,343,795,1743
BIHAR,ARWAL,2015,28,1,9,117,257,512
BIHAR,AURANGABAD,2015,64,17,33,617,255,2283
BIHAR,BAGAHA,2015,52,8,85,222,63,945
BIHAR,BANKA,2015,61,43,44,297,651,1353
BIHAR,BEGUSARAI,2015,131,20,65,615,1062,2444
BIHAR,BETTIAH,2015,82,51,114,725,322,3075
BIHAR,BHABHUA,2015,63,14,41,362,439,1255
BIHAR,BHAGALPUR,2015,101,75,101,965,1570,3104
BIHAR,BHOJPUR,2015,158,14,38,750,962,2853
BIHAR,BUXAR,2015,70,6,30,712,206,1644
BIHAR,DARBHANGA,2015,50,65,54,656,1741,3140
BIHAR,GAYA,2015,164,22,77,1094,1069,3418
BIHAR,GOPALGANJ,2015,80,24,65,527,1337,2543
BIHAR,JAMALPUR RLY.,2015,7,0,3,223,44,195
BIHAR,JAMUI,2015,95,33,46,297,427,1409
BIHAR,JEHANABAD,2015,54,16,19,395,495,1191
BIHAR,KATIHAR,2015,79,88,61,362,816,1785
BIHAR,KATIHAR RLY.,2015,11,2,7,445,141,432
BIHAR,KHAGARIA,2015,48,14,35,87,808,1439
BIHAR,KISHANGANJ,2015,19,61,84,290,338,1017
BIHAR,LAKHISARAI,2015,58,3,38,217,382,840
BIHAR,MADHEPURA,2015,54,15,13,162,589,1137
BIHAR,MADHUBANI,2015,76,42,66,522,789,2835
BIHAR,MOTIHARI,2015,126,24,134,1049,1661,4564
BIHAR,MUNGER,2015,96,18,54,540,860,1749
BIHAR,MUZAFFARPUR,2015,142,80,225,1869,2019,5363
BIHAR,MUZAFFARPUR RLY.,2015,26,1,11,574,182,583
BIHAR,NALANDA,2015,169,25,94,781,812,3000
BIHAR,NAUGACHIA,2015,44,6,36,188,601,999
BIHAR,NAWADAH,2015,88,23,41,318,639,1732
BIHAR,PATNA,2015,461,57,275,3866,6380,11840
BIHAR,PATNA RLY.,2015,17,0,2,1232,236,950
BIHAR,PURNEA,2015,119,39,60,603,1193,2169
BIHAR,ROHTAS,2015,120,18,29,767,1992,3384
BIHAR,SAHARSA,2015,20,11,40,298,654,1441
BIHAR,SAMASTIPUR,2015,151,28,97,731,1521,3452
BIHAR,SARAN,2015,146,32,85,831,340,3233
BIHAR,SHEIKHPURA,2015,33,1,23,125,450,683
BIHAR,SHEOHAR,2015,12,9,26,74,243,493
BIHAR,SITAMARHI,2015,67,32,74,494,1601,2687
BIHAR,SIWAN,2015,96,27,59,614,803,2190
BIHAR,SUPAUL,2015,42,40,24,261,607,1224
BIHAR,VAISHALI,2015,79,13,133,898,1705,3522
CHHATTISGARH,BALRAMPUR,2015,34,36,5,96,206,521
CHHATTISGARH,BILASPUR,2015,105,77,36,2138,2718,5477
CHHATTISGARH,BIZAPUR,2015,76,5,1,26,57,401
CHHATTISGARH,DANTEWARA,2015,73,15,6,176,304,698
CHHATTISGARH,DHAMTARI,2015,11,26,9,395,674,1309
CHHATTISGARH,DURG,2015,90,128,28,2479,3495,6647
CHHATTISGARH,GRP RAIPUR,2015,5,2,1,493,79,385
CHHATTISGARH,JAGDALPUR,2015,63,74,9,535,1051,2087
CHHATTISGARH,JANJGIR,2015,52,43,10,833,1317,2705
CHHATTISGARH,JASHPUR,2015,67,68,19,256,290,959
CHHATTISGARH,KABIRDHAM,2015,18,24,4,331,371,1119
CHHATTISGARH,KANKER,2015,40,32,11,200,535,1022
CHHATTISGARH,KORBA,2015,38,27,3,795,822,2083
CHHATTISGARH,KORIYA,2015,35,51,5,413,568,1343
CHHATTISGARH,MAHASAMUND,2015,21,25,7,568,666,1551
CHHATTISGARH,NARAYANPUR,2015,13,1,0,27,22,163
CHHATTISGARH,RAIGARH,2015,64,35,11,1065,933,2234
CHHATTISGARH,RAIPUR,2015,94,125,46,2715,4072,7454
CHHATTISGARH,RAJNANDGAON,2015,40,81,8,641,1432,2419
CHHATTISGARH,SARGUJA,2015,57,74,19,634,859,1843
CHHATTISGARH,SURAJPUR,2015,58,41,8,406,488,1213
GOA,NORTH GOA,2015,26,11,7,767,431,1305
GOA,SOUTH GOA,2015,24,9,10,516,210,814
GUJARAT,AHMEDABAD COMMR.,2015,80,35,219,11702,7565,17468
GUJARAT,AHMEDABAD,2015,30,7,29,607,1693,2925
GUJARAT,AHWA-DANG,2015,5,5,0,9,62,146
GUJARAT,AMRELI,2015,25,11,49,517,2514,3578
GUJARAT,ANAND,2015,21,7,24,776,1787,3077
GUJARAT,BHARUCH,2015,36,8,23,799,1398,2688
GUJARAT,BHAVNAGAR,2015,66,14,85,2794,4732,7586
GUJARAT,DAHOD,2015,49,9,29,359,750,1523
GUJARAT,GANDHINAGAR,2015,20,9,29,937,1437,2646
GUJARAT,HIMATNAGAR,2015,28,12,32,609,2943,4380
GUJARAT,JAMNAGAR,2015,42,14,20,970,2496,3882
GUJARAT,JUNAGADH,2015,33,13,38,1206,3522,5786
GUJARAT,KHEDA NORTH,2015,31,14,30,804,2596,3997
GUJARAT,KUTCH,2015,35,9,45,1088,2466,4421
GUJARAT,MEHSANA,2015,31,6,55,1511,2648,4792
GUJARAT,NARMADA,2015,15,6,1,88,801,1049
GUJARAT,NAVSARI,2015,14,6,6,249,892,1246
GUJARAT,PALANPUR,2015,41,11,23,824,1834,3845
GUJARAT,PANCHMAHAL,2015,50,12,32,660,2272,3259
GUJARAT,PATAN,2015,25,6,22,703,1536,2646
GUJARAT,PORBANDAR,2015,10,1,9,183,670,1086
GUJARAT,RAJKOT COMMR.,2015,24,7,37,2274,1771,3934
GUJARAT,RAJKOT,2015,39,18,56,950,2817,4809
GUJARAT,SURAT COMMR.,2015,89,23,114,4079,995,5273
GUJARAT,SURAT,2015,48,9,14,471,1212,2246
GUJARAT,SURENDRANAGAR,2015,30,13,38,759,2036,3526
GUJARAT,VADODARA COMMR.,2015,27,5,39,3094,2425,5276
GUJARAT,VADODARA,2015,70,21,37,453,1854,3023
GUJARAT,VALSAD,2015,34,11,25,808,712,1694
GUJARAT,W.RLY,2015,12,2,4,1943,446,1607
HARYANA,AMBALA,2015,26,19,24,744,952,2064
HARYANA,BHIWANI,2015,50,18,24,987,836,2184
HARYANA,FARIDABAD,2015,80,39,91,2575,2076,5051
HARYANA,FATEHABAD,2015,22,9,20,428,517,1282
HARYANA,GRP,2015,14,2,2,398,445,859
HARYANA,GURGAON,2015,71,17,38,3377,1363,3969
HARYANA,HISSAR,2015,53,25,22,1328,998,2709
HARYANA,JHAJJAR,2015,64,13,14,530,386,1343
HARYANA,JIND,2015,39,14,12,503,517,1231
HARYANA,KAITHAL,2015,26,19,11,520,467,1286
HARYANA,KARNAL,2015,54,50,31,1538,423,2990
HARYANA,KURUKSHETRA,2015,27,24,15,1062,1040,2164
HARYANA,MAHENDRAGARH,2015,14,15,13,329,585,1084
HARYANA,MEWAT,2015,20,34,9,493,702,1567
HARYANA,PANCHKULA,2015,9,8,15,596,500,1200
HARYANA,PANIPAT,2015,49,56,35,1376,575,2138
HARYANA,REWARI,2015,34,13,20,645,922,1753
HARYANA,ROHTAK,2015,49,29,16,1090,570,2003
HARYANA,SIRSA,2015,33,15,16,709,562,1667
HARYANA,SONIPAT,2015,74,28,39,1141,752,2413
HARYANA,YAMUNANAGAR,2015,33,14,25,846,691,1707
HIMACHAL PRADESH,BILASPUR,2015,16,8,9,153,792,1165
HIMACHAL PRADESH,CHAMBA,2015,10,12,8,183,249,580
HIMACHAL PRADESH,G.R.P.,2015,0,0,0,12,3,10
HIMACHAL PRADESH,HAMIRPUR,2015,7,4,4,136,482,983
HIMACHAL PRADESH,KANGRA,2015,27,23,22,297,1289,2023
HIMACHAL PRADESH,KINNAUR,2015,3,4,3,57,121,231
HIMACHAL PRADESH,KULLU,2015,11,19,24,244,448,870
HIMACHAL PRADESH,LAHAUL-SPITI,2015,0,0,1,4,34,51
HIMACHAL PRADESH,MANDI,2015,8,8,10,191,1150,1712
HIMACHAL PRADESH,SHIMLA,2015,16,32,14,391,1256,2009
HIMACHAL PRADESH,SIRMAUR,2015,12,11,9,99,407,720
HIMACHAL PRADESH,SOLAN,2015,12,15,9,170,536,1236
HIMACHAL PRADESH,UNA,2015,10,5,5,173,398,755
JAMMU & KASHMIR,ANANTNAG,2015,42,9,83,412,804,1530
JAMMU & KASHMIR,AWANTIPORA,2015,29,7,11,138,213,410
JAMMU & KASHMIR,BARAMULLA,2015,82,16,109,499,660,1701
JAMMU & KASHMIR,BORDER,2015,7,5,9,69,360,522
JAMMU & KASHMIR,BUDGAM,2015,30,6,63,366,346,965
JAMMU & KASHMIR,CRIME JAMMU,2015,2,0,0,0,1,46
JAMMU & KASHMIR,CRIME SRINAGAR,2015,0,0,0,0,1,93
JAMMU & KASHMIR,DODA,2015,67,7,14,139,302,683
JAMMU & KASHMIR,GANDERBAL,2015,14,5,39,162,198,498
JAMMU & KASHMIR,HANDWARA,2015,18,10,30,120,205,494
JAMMU & KASHMIR,JAMMU,2015,31,20,42,945,1939,3085
JAMMU & KASHMIR,KARGIL,2015,0,1,2,13,60,93
JAMMU & KASHMIR,KATHUA,2015,13,12,16,92,689,967
JAMMU & KASHMIR,KULGAM,2015,40,12,43,172,241,584
JAMMU & KASHMIR,KUPWARA,2015,23,11,40,153,260,675
JAMMU & KASHMIR,LEH,2015,2,5,3,29,122,174
JAMMU & KASHMIR,POONCH,2015,36,7,16,142,283,641
JAMMU & KASHMIR,PULWAMA,2015,43,7,37,289,240,922
JAMMU & KASHMIR,RAILWAYS,2015,0,0,1,18,8,21
JAMMU & KASHMIR,RAJOURI,2015,51,21,23,170,654,1168
JAMMU & KASHMIR,RAMBAN,2015,51,6,12,111,416,648
JAMMU & KASHMIR,REASI,2015,34,1,12,67,172,316
JAMMU & KASHMIR,SRINAGAR,2015,57,18,132,1037,1132,2883
JAMMU & KASHMIR,UDHAMPUR,2015,12,15,11,172,734,996
JHARKHAND,BOKARO,2015,49,36,43,1383,1133,2411
JHARKHAND,CHAIBASA,2015,117,53,2,317,438,1004
JHARKHAND,CHATRA,2015,27,11,9,212,417,716
JHARKHAND,DEOGHAR,2015,52,46,10,466,448,1385
